fiscal_year,fiscal_year_start,triage_level,ctas_urgency_score,visit_disposition,main_problem,admission_status,ed_visits,median_los_minutes,median_los_hours,admission_flag,is_suppressed
2004-2005,2004,Non-urgent,3,Admitted,Acute Myocardial Infarction,Admitted,70,206.0,3.4333,1,0
2004-2005,2004,Unknown,3,Admitted,Acute Myocardial Infarction,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS III - Urgent,3,Admitted,Asthma,Admitted,3194,297.0,4.95,1,0
2004-2005,2004,Less urgent,3,Admitted,Asthma,Admitted,347,235.0,3.9167,1,0
2004-2005,2004,Non-urgent,3,Admitted,Asthma,Admitted,38,211.0,3.5167,1,0
2004-2005,2004,Unknown,3,Admitted,Asthma,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS III - Urgent,3,Admitted,Influenzal Pneumonia,Admitted,12,298.0,4.9667,1,0
2004-2005,2004,Less urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,173.0,2.8833,1,1
2004-2005,2004,Non-urgent,3,Admitted,Influenzal Pneumonia,Admitted,0,0.0,0.0,1,1
2004-2005,2004,Unknown,3,Admitted,Influenzal Pneumonia,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS III - Urgent,3,Admitted,Motor Vehicle Collisions,Admitted,2883,241.0,4.0167,1,0
2004-2005,2004,Less urgent,3,Admitted,Motor Vehicle Collisions,Admitted,575,230.0,3.8333,1,0
2004-2005,2004,Non-urgent,3,Admitted,Motor Vehicle Collisions,Admitted,114,196.0,3.2667,1,0
2004-2005,2004,Unknown,3,Admitted,Motor Vehicle Collisions,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS III - Urgent,3,Admitted,Pneumonia,Admitted,12681,320.0,5.3333,1,0
2004-2005,2004,Less urgent,3,Admitted,Pneumonia,Admitted,2118,252.0,4.2,1,0
2004-2005,2004,Non-urgent,3,Admitted,Pneumonia,Admitted,259,212.0,3.5333,1,0
2004-2005,2004,Unknown,3,Admitted,Pneumonia,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS III - Urgent,3,Admitted,Trauma,Admitted,28252,269.0,4.4833,1,0
2004-2005,2004,Less urgent,3,Admitted,Trauma,Admitted,8015,250.0,4.1667,1,0
2004-2005,2004,Non-urgent,3,Admitted,Trauma,Admitted,1022,188.0,3.1333,1,0
2004-2005,2004,Unknown,3,Admitted,Trauma,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS III - Urgent,3,Admitted,Unintentional Falls,Admitted,19098,280.0,4.6667,1,0
2004-2005,2004,Less urgent,3,Admitted,Unintentional Falls,Admitted,5316,263.0,4.3833,1,0
2004-2005,2004,Non-urgent,3,Admitted,Unintentional Falls,Admitted,513,210.0,3.5,1,0
2004-2005,2004,Unknown,3,Admitted,Unintentional Falls,Admitted,0,0.0,0.0,1,1
2004-2005,2004,CTAS III - Urgent,3,Death,Acute Myocardial Infarction,Not Admitted,39,226.0,3.7667,0,0
2004-2005,2004,Less urgent,3,Death,Acute Myocardial Infarction,Not Admitted,0,242.0,4.0333,0,1
2004-2005,2004,Non-urgent,3,Death,Acute Myocardial Infarction,Not Admitted,17,40.0,0.6667,0,0
2004-2005,2004,Unknown,3,Death,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Death,Asthma,Not Admitted,0,208.0,3.4667,0,1
2004-2005,2004,Less urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Non-urgent,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Death,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Less urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Non-urgent,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Death,Motor Vehicle Collisions,Not Admitted,5,35.0,0.5833,0,0
2004-2005,2004,Less urgent,3,Death,Motor Vehicle Collisions,Not Admitted,0,80.0,1.3333,0,1
2004-2005,2004,Non-urgent,3,Death,Motor Vehicle Collisions,Not Admitted,17,6.0,0.1,0,0
2004-2005,2004,Unknown,3,Death,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Death,Pneumonia,Not Admitted,21,366.0,6.1,0,0
2004-2005,2004,Less urgent,3,Death,Pneumonia,Not Admitted,0,270.0,4.5,0,1
2004-2005,2004,Non-urgent,3,Death,Pneumonia,Not Admitted,0,95.0,1.5833,0,1
2004-2005,2004,Unknown,3,Death,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Death,Trauma,Not Admitted,27,170.0,2.8333,0,0
2004-2005,2004,Less urgent,3,Death,Trauma,Not Admitted,13,94.0,1.5667,0,0
2004-2005,2004,Non-urgent,3,Death,Trauma,Not Admitted,28,12.0,0.2,0,0
2004-2005,2004,Unknown,3,Death,Trauma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Death,Unintentional Falls,Not Admitted,18,216.0,3.6,0,0
2004-2005,2004,Less urgent,3,Death,Unintentional Falls,Not Admitted,0,134.0,2.2333,0,1
2004-2005,2004,Non-urgent,3,Death,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Death,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,103,379.0,6.3167,0,0
2004-2005,2004,Less urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,13,170.0,2.8333,0,0
2004-2005,2004,Non-urgent,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,79.0,1.3167,0,1
2004-2005,2004,Unknown,3,Discharged Home,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Asthma,Not Admitted,33256,148.0,2.4667,0,0
2004-2005,2004,Less urgent,3,Discharged Home,Asthma,Not Admitted,18237,98.0,1.6333,0,0
2004-2005,2004,Non-urgent,3,Discharged Home,Asthma,Not Admitted,3950,63.0,1.05,0,0
2004-2005,2004,Unknown,3,Discharged Home,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,15,122.0,2.0333,0,0
2004-2005,2004,Less urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,46,100.0,1.6667,0,0
2004-2005,2004,Non-urgent,3,Discharged Home,Influenzal Pneumonia,Not Admitted,6,64.0,1.0667,0,0
2004-2005,2004,Unknown,3,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,40546,147.0,2.45,0,0
2004-2005,2004,Less urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,49069,115.0,1.9167,0,0
2004-2005,2004,Non-urgent,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,7270,88.0,1.4667,0,0
2004-2005,2004,Unknown,3,Discharged Home,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Pneumonia,Not Admitted,20426,199.0,3.3167,0,0
2004-2005,2004,Less urgent,3,Discharged Home,Pneumonia,Not Admitted,13685,125.0,2.0833,0,0
2004-2005,2004,Non-urgent,3,Discharged Home,Pneumonia,Not Admitted,2665,85.0,1.4167,0,0
2004-2005,2004,Unknown,3,Discharged Home,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Trauma,Not Admitted,302965,137.0,2.2833,0,0
2004-2005,2004,Less urgent,3,Discharged Home,Trauma,Not Admitted,682099,108.0,1.8,0,0
2004-2005,2004,Non-urgent,3,Discharged Home,Trauma,Not Admitted,142503,82.0,1.3667,0,0
2004-2005,2004,Unknown,3,Discharged Home,Trauma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Discharged Home,Unintentional Falls,Not Admitted,101448,158.0,2.6333,0,0
2004-2005,2004,Less urgent,3,Discharged Home,Unintentional Falls,Not Admitted,186993,120.0,2.0,0,0
2004-2005,2004,Non-urgent,3,Discharged Home,Unintentional Falls,Not Admitted,31430,92.0,1.5333,0,0
2004-2005,2004,Unknown,3,Discharged Home,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,5,151.0,2.5167,0,0
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,138.0,2.3,0,1
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,164.0,2.7333,0,1
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,47,260.0,4.3333,0,0
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,17,175.0,2.9167,0,0
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Asthma,Not Admitted,0,4.0,0.0667,0,1
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,176,166.0,2.7667,0,0
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,93,139.0,2.3167,0,0
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,49,104.0,1.7333,0,0
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,33,294.0,4.9,0,0
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,36,270.0,4.5,0,0
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Pneumonia,Not Admitted,6,244.0,4.0667,0,0
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2206,163.0,2.7167,0,0
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,2021,135.0,2.25,0,0
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Trauma,Not Admitted,712,92.0,1.5333,0,0
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Trauma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,844,160.0,2.6667,0,0
2004-2005,2004,Less urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,787,135.0,2.25,0,0
2004-2005,2004,Non-urgent,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,226,90.0,1.5,0,0
2004-2005,2004,Unknown,3,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,19,335.0,5.5833,0,0
2004-2005,2004,Less urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,315.0,5.25,0,1
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Asthma,Not Admitted,495,118.0,1.9667,0,0
2004-2005,2004,Less urgent,3,Not Seen Or Left,Asthma,Not Admitted,189,104.0,1.7333,0,0
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Asthma,Not Admitted,43,69.0,1.15,0,0
2004-2005,2004,Unknown,3,Not Seen Or Left,Asthma,Not Admitted,0,74.0,1.2333,0,1
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Less urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,135.0,2.25,0,1
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,813,128.0,2.1333,0,0
2004-2005,2004,Less urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,1537,129.0,2.15,0,0
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,232,92.0,1.5333,0,0
2004-2005,2004,Unknown,3,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,9,54.0,0.9,0,0
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,83,211.0,3.5167,0,0
2004-2005,2004,Less urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,52,166.0,2.7667,0,0
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Pneumonia,Not Admitted,8,161.0,2.6833,0,0
2004-2005,2004,Unknown,3,Not Seen Or Left,Pneumonia,Not Admitted,0,79.0,1.3167,0,1
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Trauma,Not Admitted,7644,122.0,2.0333,0,0
2004-2005,2004,Less urgent,3,Not Seen Or Left,Trauma,Not Admitted,22231,117.0,1.95,0,0
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Trauma,Not Admitted,4887,93.0,1.55,0,0
2004-2005,2004,Unknown,3,Not Seen Or Left,Trauma,Not Admitted,253,31.0,0.5167,0,0
2004-2005,2004,CTAS III - Urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,1994,130.0,2.1667,0,0
2004-2005,2004,Less urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,4638,118.0,1.9667,0,0
2004-2005,2004,Non-urgent,3,Not Seen Or Left,Unintentional Falls,Not Admitted,824,102.0,1.7,0,0
2004-2005,2004,Unknown,3,Not Seen Or Left,Unintentional Falls,Not Admitted,18,51.0,0.85,0,0
2004-2005,2004,CTAS III - Urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,286,220.0,3.6667,0,0
2004-2005,2004,Less urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,19,300.0,5.0,0,0
2004-2005,2004,Non-urgent,3,Transferred,Acute Myocardial Infarction,Not Admitted,6,248.0,4.1333,0,0
2004-2005,2004,Unknown,3,Transferred,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Transferred,Asthma,Not Admitted,186,272.0,4.5333,0,0
2004-2005,2004,Less urgent,3,Transferred,Asthma,Not Admitted,18,155.0,2.5833,0,0
2004-2005,2004,Non-urgent,3,Transferred,Asthma,Not Admitted,5,165.0,2.75,0,0
2004-2005,2004,Unknown,3,Transferred,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Less urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Non-urgent,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,852,205.0,3.4167,0,0
2004-2005,2004,Less urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,205,173.0,2.8833,0,0
2004-2005,2004,Non-urgent,3,Transferred,Motor Vehicle Collisions,Not Admitted,49,130.0,2.1667,0,0
2004-2005,2004,Unknown,3,Transferred,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Transferred,Pneumonia,Not Admitted,396,282.0,4.7,0,0
2004-2005,2004,Less urgent,3,Transferred,Pneumonia,Not Admitted,103,238.0,3.9667,0,0
2004-2005,2004,Non-urgent,3,Transferred,Pneumonia,Not Admitted,10,165.0,2.75,0,0
2004-2005,2004,Unknown,3,Transferred,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Transferred,Trauma,Not Admitted,5413,203.0,3.3833,0,0
2004-2005,2004,Less urgent,3,Transferred,Trauma,Not Admitted,2315,177.0,2.95,0,0
2004-2005,2004,Non-urgent,3,Transferred,Trauma,Not Admitted,367,135.0,2.25,0,0
2004-2005,2004,Unknown,3,Transferred,Trauma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Transferred,Unintentional Falls,Not Admitted,2787,230.0,3.8333,0,0
2004-2005,2004,Less urgent,3,Transferred,Unintentional Falls,Not Admitted,1192,200.0,3.3333,0,0
2004-2005,2004,Non-urgent,3,Transferred,Unintentional Falls,Not Admitted,155,148.0,2.4667,0,0
2004-2005,2004,Unknown,3,Transferred,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,23,220.0,3.6667,0,0
2004-2005,2004,Less urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,6,190.0,3.1667,0,0
2004-2005,2004,Non-urgent,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Unknown,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Unknown,Asthma,Not Admitted,285,65.0,1.0833,0,0
2004-2005,2004,Less urgent,3,Unknown,Asthma,Not Admitted,433,61.0,1.0167,0,0
2004-2005,2004,Non-urgent,3,Unknown,Asthma,Not Admitted,8,36.0,0.6,0,0
2004-2005,2004,Unknown,3,Unknown,Asthma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Less urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Non-urgent,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,Unknown,3,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,317,77.0,1.2833,0,0
2004-2005,2004,Less urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,408,61.0,1.0167,0,0
2004-2005,2004,Non-urgent,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,38.0,0.6333,0,1
2004-2005,2004,Unknown,3,Unknown,Motor Vehicle Collisions,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Unknown,Pneumonia,Not Admitted,226,121.0,2.0167,0,0
2004-2005,2004,Less urgent,3,Unknown,Pneumonia,Not Admitted,301,80.0,1.3333,0,0
2004-2005,2004,Non-urgent,3,Unknown,Pneumonia,Not Admitted,0,144.0,2.4,0,1
2004-2005,2004,Unknown,3,Unknown,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Unknown,Trauma,Not Admitted,2793,67.0,1.1167,0,0
2004-2005,2004,Less urgent,3,Unknown,Trauma,Not Admitted,7405,59.0,0.9833,0,0
2004-2005,2004,Non-urgent,3,Unknown,Trauma,Not Admitted,139,57.0,0.95,0,0
2004-2005,2004,Unknown,3,Unknown,Trauma,Not Admitted,0,0.0,0.0,0,1
2004-2005,2004,CTAS III - Urgent,3,Unknown,Unintentional Falls,Not Admitted,817,85.0,1.4167,0,0
2004-2005,2004,Less urgent,3,Unknown,Unintentional Falls,Not Admitted,1843,70.0,1.1667,0,0
2004-2005,2004,Non-urgent,3,Unknown,Unintentional Falls,Not Admitted,32,58.0,0.9667,0,0
2004-2005,2004,Unknown,3,Unknown,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Acute Myocardial Infarction,Admitted,543,129.0,2.15,1,0
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Asthma,Admitted,197,194.0,3.2333,1,0
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Influenzal Pneumonia,Admitted,0,0.0,0.0,1,1
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Motor Vehicle Collisions,Admitted,1493,169.0,2.8167,1,0
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Pneumonia,Admitted,349,245.0,4.0833,1,0
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Trauma,Admitted,2782,165.0,2.75,1,0
2003-2004,2003,CTAS I - Resuscitation,1,Admitted,Unintentional Falls,Admitted,460,180.0,3.0,1,0
2003-2004,2003,CTAS I - Resuscitation,1,Death,Acute Myocardial Infarction,Not Admitted,560,28.0,0.4667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Death,Asthma,Not Admitted,6,94.0,1.5667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Death,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Death,Motor Vehicle Collisions,Not Admitted,238,32.0,0.5333,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Death,Pneumonia,Not Admitted,31,105.0,1.75,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Death,Trauma,Not Admitted,481,36.0,0.6,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Death,Unintentional Falls,Not Admitted,47,163.0,2.7167,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Acute Myocardial Infarction,Not Admitted,23,110.0,1.8333,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Asthma,Not Admitted,156,160.0,2.6667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Motor Vehicle Collisions,Not Admitted,345,262.0,4.3667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Pneumonia,Not Admitted,33,238.0,3.9667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Trauma,Not Admitted,1120,230.0,3.8333,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Discharged Home,Unintentional Falls,Not Admitted,202,226.0,3.7667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Acute Myocardial Infarction,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Asthma,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Motor Vehicle Collisions,Not Admitted,7,177.0,2.95,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Pneumonia,Not Admitted,0,115.0,1.9167,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Trauma,Not Admitted,25,171.0,2.85,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Intra-Facility Transfer,Unintentional Falls,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Acute Myocardial Infarction,Not Admitted,0,164.0,2.7333,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Asthma,Not Admitted,9,183.0,3.05,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Motor Vehicle Collisions,Not Admitted,0,275.0,4.5833,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Pneumonia,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Trauma,Not Admitted,17,136.0,2.2667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Not Seen Or Left,Unintentional Falls,Not Admitted,0,97.0,1.6167,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Acute Myocardial Infarction,Not Admitted,93,161.0,2.6833,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Asthma,Not Admitted,9,226.0,3.7667,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Motor Vehicle Collisions,Not Admitted,294,140.0,2.3333,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Pneumonia,Not Admitted,19,255.0,4.25,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Trauma,Not Admitted,563,144.0,2.4,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Transferred,Unintentional Falls,Not Admitted,100,158.0,2.6333,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Acute Myocardial Infarction,Not Admitted,14,38.0,0.6333,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Asthma,Not Admitted,0,48.0,0.8,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Influenzal Pneumonia,Not Admitted,0,0.0,0.0,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Motor Vehicle Collisions,Not Admitted,7,99.0,1.65,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Pneumonia,Not Admitted,0,124.0,2.0667,0,1
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Trauma,Not Admitted,25,96.0,1.6,0,0
2003-2004,2003,CTAS I - Resuscitation,1,Unknown,Unintentional Falls,Not Admitted,0,78.0,1.3,0,1
2003-2004,2003,CTAS II - Emergent,2,Admitted,Acute Myocardial Infarction,Admitted,6875,188.0,3.1333,1,0
